Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2021-02-23 00:00:00-05:00,221.01537906288905,225.33339754887209,219.48007774451878,223.83648681640625,30228700,0.0,0.0,MSFT
2021-02-24 00:00:00-05:00,220.7082886727813,225.68840512166148,219.7391387901833,225.064697265625,26339700,0.0,0.0,MSFT
2021-02-25 00:00:00-05:00,222.69457334247465,225.10306244701493,218.6644263196848,219.7295379638672,39542200,0.0,0.0,MSFT
2021-02-26 00:00:00-05:00,222.166836123275,225.8515415247869,220.2573072215553,222.9824676513672,37819200,0.0,0.0,MSFT
2021-03-01 00:00:00-05:00,226.3600669468121,227.86658230167512,223.72127847623298,227.35801696777344,25324000,0.0,0.0,MSFT
2021-03-02 00:00:00-05:00,227.4252175123957,227.70349799818933,224.00918764921863,224.41220092773438,22812500,0.0,0.0,MSFT
2021-03-03 00:00:00-05:00,222.7713404645017,224.13391321847823,218.06949005706758,218.35736083984375,34029500,0.0,0.0,MSFT
2021-03-04 00:00:00-05:00,217.57051805127153,223.08798496706257,215.19080003946914,217.5609130859375,44727800,0.0,0.0,MSFT
2021-03-05 00:00:00-05:00,220.23812306789688,223.8364715609729,217.30187304022164,222.2340087890625,41872800,0.0,0.0,MSFT
2021-03-08 00:00:00-05:00,222.01331832648629,223.9324376851917,217.9447946567308,218.19427490234375,35267400,0.0,0.0,MSFT
2021-03-09 00:00:00-05:00,223.46226882126913,225.86116808415042,222.30119513567817,224.32586669921875,33080500,0.0,0.0,MSFT
2021-03-10 00:00:00-05:00,227.4155816121677,227.4155816121677,222.65616046603114,223.0207977294922,29746800,0.0,0.0,MSFT
2021-03-11 00:00:00-05:00,225.4581321614422,229.4978699157633,224.83440963059357,227.54037475585938,29907600,0.0,0.0,MSFT
2021-03-12 00:00:00-05:00,224.54653232236623,226.28334746335574,223.79807702037834,226.21617126464844,22653700,0.0,0.0,MSFT
2021-03-15 00:00:00-04:00,225.458121186163,225.67881578579735,222.4354997800782,225.31417846679688,26034900,0.0,0.0,MSFT
2021-03-16 00:00:00-04:00,226.724715623145,230.35184933196322,226.39846890984123,228.09689331054688,28092200,0.0,0.0,MSFT
2021-03-17 00:00:00-04:00,226.60004812263122,228.9030005009324,223.79813517449435,227.4540557861328,29562100,0.0,0.0,MSFT
2021-03-18 00:00:00-04:00,223.15514275404416,224.71922933872074,221.01532928593252,221.38955688476562,34833000,0.0,0.0,MSFT
2021-03-19 00:00:00-04:00,221.6774337300686,223.06879203869224,220.07497116587825,221.03453063964844,46430700,0.0,0.0,MSFT
2021-03-22 00:00:00-04:00,220.95777527099935,227.31964494665482,220.8330278477673,226.4464569091797,30127000,0.0,0.0,MSFT
2021-03-23 00:00:00-04:00,227.88581112010934,231.30184090014612,227.48279785140227,227.97216796875,31638400,0.0,0.0,MSFT
2021-03-24 00:00:00-04:00,228.2312742809165,228.37520237530592,225.80358947742405,225.93792724609375,25620100,0.0,0.0,MSFT
2021-03-25 00:00:00-04:00,225.7844103357854,227.35808772779703,222.20525659598644,222.94410705566406,34061900,0.0,0.0,MSFT
2021-03-26 00:00:00-04:00,222.18603456103727,227.13736575038837,222.18603456103727,226.91665649414062,25479900,0.0,0.0,MSFT
2021-03-29 00:00:00-04:00,227.02220332170978,227.22371728101677,222.50268578373593,225.726806640625,25227500,0.0,0.0,MSFT
2021-03-30 00:00:00-04:00,224.08596063121217,224.3930267427671,221.7542377436791,222.47390747070312,24792000,0.0,0.0,MSFT
2021-03-31 00:00:00-04:00,223.49102583020917,229.4307019873928,222.9920507477263,226.23536682128906,43623500,0.0,0.0,MSFT
2021-04-01 00:00:00-04:00,228.8261747651646,233.01944545451641,228.42316149759984,232.5492706298828,30338000,0.0,0.0,MSFT
2021-04-05 00:00:00-04:00,232.94266466595224,239.8515049488845,232.88509343721387,238.99749755859375,36910600,0.0,0.0,MSFT
2021-04-06 00:00:00-04:00,237.5966121156521,239.31421778362423,236.89613753346782,237.8365020751953,22931900,0.0,0.0,MSFT
2021-04-07 00:00:00-04:00,237.7884086781894,240.78222927182512,237.19348654527826,239.79388427734375,22719800,0.0,0.0,MSFT
2021-04-08 00:00:00-04:00,242.54789934961562,243.8624913984209,241.80903431175963,243.00848388671875,23625200,0.0,0.0,MSFT
2021-04-09 00:00:00-04:00,242.6438132210316,245.63764890551167,242.23120965191174,245.50331115722656,24326800,0.0,0.0,MSFT
2021-04-12 00:00:00-04:00,244.40941406195913,247.2497167100151,244.32304257664887,245.56088256835938,27148700,0.0,0.0,MSFT
2021-04-13 00:00:00-04:00,246.8563508242673,248.7082941150064,246.44371787607142,248.03659057617188,23837500,0.0,0.0,MSFT
2021-04-14 00:00:00-04:00,247.06744236464007,248.3628245342874,244.84125683021273,245.2538604736328,23070900,0.0,0.0,MSFT
2021-04-15 00:00:00-04:00,247.49920641050562,249.41832565556072,247.30731205606156,249.00572204589844,25627500,0.0,0.0,MSFT
2021-04-16 00:00:00-04:00,248.97691132612795,250.4450362292379,247.1825396982639,250.19554138183594,24878600,0.0,0.0,MSFT
2021-04-19 00:00:00-04:00,249.66784731433955,250.90568755956681,247.39369545031107,248.27647399902344,23209300,0.0,0.0,MSFT
2021-04-20 00:00:00-04:00,247.39363315922765,249.6773894161858,246.4532543230003,247.8158416748047,19722900,0.0,0.0,MSFT
2021-04-21 00:00:00-04:00,248.4682995687693,250.1379234612741,246.84664193022695,250.04196166992188,24030400,0.0,0.0,MSFT
2021-04-22 00:00:00-04:00,249.6870140739472,251.19352978714605,245.3018339862112,246.7699737548828,25606200,0.0,0.0,MSFT
2021-04-23 00:00:00-04:00,247.45125490577422,250.93446122870813,246.86590827372385,250.58900451660156,21462600,0.0,0.0,MSFT
2021-04-26 00:00:00-04:00,251.07837562429333,251.82683096234217,249.6486411501395,250.97280883789062,19763300,0.0,0.0,MSFT
2021-04-27 00:00:00-04:00,251.001612155055,252.5465184915261,249.60066319959668,251.3758544921875,31014200,0.0,0.0,MSFT
2021-04-28 00:00:00-04:00,245.7240384101382,246.16545696217563,242.72062646494183,244.26551818847656,46903100,0.0,0.0,MSFT
2021-04-29 00:00:00-04:00,245.12908267315444,245.7432001834214,238.93032169994916,242.29837036132812,40589000,0.0,0.0,MSFT
2021-04-30 00:00:00-04:00,239.64040697084403,242.84533234959014,239.5060692196905,241.98171997070312,30945100,0.0,0.0,MSFT
2021-05-03 00:00:00-04:00,243.1524133181081,244.0640067134721,240.96461845267157,241.67469787597656,19626600,0.0,0.0,MSFT
2021-05-04 00:00:00-04:00,240.8206790565612,241.0509786364311,235.821366992888,237.76927185058594,32756100,0.0,0.0,MSFT
2021-05-05 00:00:00-04:00,238.98791087136092,239.41011943668963,235.87894714797247,236.50265502929688,21901300,0.0,0.0,MSFT
2021-05-06 00:00:00-04:00,236.48341412272634,239.75551523115516,234.79459482888308,239.63076782226562,26491100,0.0,0.0,MSFT
2021-05-07 00:00:00-04:00,241.95293622585686,244.0159980566037,241.0125719605132,242.2504119873047,27032900,0.0,0.0,MSFT
2021-05-10 00:00:00-04:00,240.72473760173244,241.54995953059446,237.1263887215293,237.1839599609375,29299900,0.0,0.0,MSFT
2021-05-11 00:00:00-04:00,234.6603010402085,236.62740113121535,232.76037714863403,236.27235412597656,33641600,0.0,0.0,MSFT
2021-05-12 00:00:00-04:00,232.37653406692775,234.49716711113675,228.44234870372256,229.33473205566406,36684400,0.0,0.0,MSFT
2021-05-13 00:00:00-04:00,232.0215127667873,235.66784215247608,231.6568754357032,233.20176696777344,29624300,0.0,0.0,MSFT
2021-05-14 00:00:00-04:00,235.64865494854968,239.10306082061462,235.5622980961346,238.11471557617188,23901100,0.0,0.0,MSFT
2021-05-17 00:00:00-04:00,236.57943823986372,236.6178141840923,233.67197362740927,235.26483154296875,24970200,0.0,0.0,MSFT
2021-05-18 00:00:00-04:00,236.3107379527679,236.44507570607448,233.07701226535352,233.24974060058594,20168000,0.0,0.0,MSFT
2021-05-19 00:00:00-04:00,230.16246611695865,233.93262388279754,229.47961380869796,233.8268280029297,25739800,0.56,0.0,MSFT
2021-05-20 00:00:00-04:00,234.63470174976987,238.47217569165701,234.53851835238595,237.05836486816406,21800700,0.0,0.0,MSFT
2021-05-21 00:00:00-04:00,238.10671616214,238.83766010110827,235.38489032383154,235.79844665527344,21863100,0.0,0.0,MSFT
